customerID,gender,SeniorCitizen,Partner,Dependents,tenure,Tenure Group,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,Monthly Charge Group,TotalCharges,Churn_Numeric,Churn,SeniorCitizenText
6645-MXQJT,Male,0,Yes,Yes,2,New,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,97.1,High,184.15,,No,No
4360-QRAVE,Male,1,No,No,37,Long,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,36.65,Medium,1315,,No,Yes
8433-WPJTV,Female,1,Yes,Yes,65,Long,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),103.9,High,6767.1,,No,Yes
5804-JMYIO,Female,0,Yes,Yes,39,Long,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,Low,757.95,,No,No
3763-GCZHZ,Male,0,Yes,No,66,Long,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,104.05,High,6890,,Yes,No
6484-LATFU,Male,0,No,No,68,Long,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.55,Low,1657.4,,No,No
7599-NTMDP,Female,0,Yes,Yes,62,Long,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),48.7,Medium,3008.55,,No,No
0772-GYEQQ,Male,0,No,No,3,New,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,88.35,High,262.05,,Yes,No
0536-ACXIP,Female,0,Yes,No,72,Long,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,109.55,High,8165.1,,No,No
0936-NQLJU,Female,0,Yes,No,41,Long,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.65,Low,875.55,,No,No
4831-EOBFE,Male,0,Yes,Yes,29,Medium,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),94.65,High,2649.15,,Yes,No
1575-KRZZE,Female,0,No,No,4,New,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,55.2,Medium,220.65,,No,No
3251-YMVWZ,Male,0,No,No,53,Long,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.05,Low,1301.9,,No,No
4102-OQUPX,Male,1,Yes,No,1,New,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,High,74.4,,Yes,Yes
9170-GYZJC,Female,0,Yes,Yes,41,Long,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),79.9,High,3326.2,,Yes,No
4884-LEVMQ,Male,0,Yes,No,39,Long,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.45,Low,790,,No,No
8857-CUPFQ,Male,0,Yes,No,63,Long,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.25,Low,1237.65,,No,No
7610-TVOPG,Male,0,No,No,15,Medium,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.35,Low,378.6,,No,No
3638-DIMPH,Female,0,Yes,No,13,Medium,Yes,No,DSL,No,No,No,No,No,No,One year,No,Electronic check,43.8,Medium,592.65,,No,No
1845-ZLLIG,Male,0,No,No,1,New,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,50.15,Medium,50.15,,No,No
8559-WNQZS,Male,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.45,Low,20.45,,No,No
3999-QGRJH,Male,1,No,No,8,New,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,Medium,560.85,,Yes,Yes
1699-UOTXU,Male,0,No,No,60,Long,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Electronic check,61.4,Medium,3638.25,,No,No
2454-RPBRZ,Female,1,Yes,No,12,New,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,98.1,High,1060.2,,Yes,Yes
0635-WKOLD,Male,0,Yes,No,40,Long,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),70.75,High,2921.75,,No,No
5993-JSUWV,Female,0,No,No,66,Long,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),61.15,Medium,4017.45,,No,No
4518-FZBSX,Male,0,Yes,Yes,42,Long,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.25,Low,854.9,,No,No
5387-ASZNZ,Female,1,No,No,66,Long,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),63.85,Medium,4174.35,,No,Yes
6988-CJEYV,Male,0,No,No,49,Long,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,98.7,High,4920.55,,No,No
2002-MZHWP,Female,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.5,Low,20.5,,Yes,No
3097-FQTVJ,Female,0,No,No,41,Long,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20,Low,810.3,,No,No
5465-BUBFA,Female,0,Yes,Yes,41,Long,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.3,Low,772.4,,No,No
7299-GNVPL,Female,0,Yes,Yes,23,Medium,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,84.4,High,1936.85,,No,No
9743-DQKQW,Male,0,No,No,3,New,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.1,Low,79.8,,No,No
1215-VFYVK,Female,0,No,No,4,New,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,48.25,Medium,202.25,,No,No
9371-BITHB,Female,0,Yes,Yes,52,Long,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.85,Low,1070.5,,No,No
2265-CYWIV,Female,1,Yes,No,4,New,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.6,High,347.65,,Yes,Yes
9093-FPDLG,Female,0,No,No,11,New,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,94.2,High,999.9,,No,No
0541-FITGH,Female,0,Yes,No,2,New,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,62.15,Medium,113.1,,No,No
6985-HAYWX,Female,0,Yes,No,26,Medium,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),79.3,High,2015.8,,No,No
7508-KBIMB,Male,0,Yes,Yes,24,Medium,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),56.25,Medium,1454.25,,No,No
6838-HVLXG,Female,0,No,No,12,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.3,Low,246.7,,No,No
2277-DJJDL,Male,1,Yes,No,60,Long,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99,High,6017.9,,No,Yes
1897-OKVMW,Female,0,Yes,Yes,64,Long,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,90.6,High,5817.45,,No,No
5485-ITNPC,Male,0,Yes,No,66,Long,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),85.9,High,5595.3,,No,No
0233-FTHAV,Female,0,No,No,60,Long,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),79.2,High,4765,,No,No
4644-PIZRT,Male,0,Yes,Yes,17,Medium,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),70.35,High,1201.65,,No,No
8922-NPKBJ,Male,0,Yes,Yes,42,Long,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.35,Low,867.3,,No,No
2740-TVLFN,Male,0,No,No,1,New,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.15,Medium,50.15,,No,No
7771-CFQRQ,Female,0,Yes,Yes,47,Long,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),63.8,Medium,3007.25,,No,No
9512-PHSMG,Female,0,Yes,No,10,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.55,Low,252.75,,No,No
6963-EZQEE,Male,1,Yes,No,70,Long,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.55,High,6306.5,,No,Yes
2452-KDRRH,Male,1,No,No,67,Long,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),101.4,High,6841.05,,No,Yes
2004-OCQXK,Female,0,No,No,1,New,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,81.95,High,81.95,,Yes,No
5027-QPKTE,Male,0,Yes,No,7,New,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.35,Medium,451.1,,Yes,No
4146-SVFUD,Male,0,No,No,1,New,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.6,Medium,44.6,,No,No
1564-HJUVY,Male,0,No,No,4,New,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),63.75,Medium,226.2,,No,No
3617-XLSGQ,Female,0,Yes,Yes,66,Long,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),109.25,High,7082.5,,No,No
7517-LDMPS,Female,0,No,No,12,New,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.6,High,1017.35,,No,No
7244-KXYZN,Female,0,No,No,24,Medium,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.45,Low,527.35,,No,No
5226-NOZFC,Male,0,No,No,26,Medium,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.75,High,2146.5,,No,No
2672-HUYVI,Female,0,No,No,6,New,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.1,High,455.3,,Yes,No
1400-WIVLL,Male,0,Yes,No,57,Long,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,107.95,High,5969.85,,No,No
7508-MYBOG,Male,0,Yes,No,14,Medium,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.1,High,1235.55,,Yes,No
8148-NLEGT,Female,0,Yes,Yes,42,Long,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,22.95,Low,1014.25,,No,No
0148-DCDOS,Male,0,No,No,25,Medium,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.7,High,2362.1,,Yes,No
8347-GDTMP,Female,0,Yes,No,64,Long,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.45,Low,1225.65,,No,No
9992-RRAMN,Male,0,Yes,No,22,Medium,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.1,High,1873.7,,Yes,No
6746-WAUWT,Male,0,No,No,19,Medium,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),19.7,Low,386.5,,No,No
0310-MVLET,Female,0,Yes,Yes,61,Long,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.15,High,6010.05,,Yes,No
0428-IKYCP,Male,0,Yes,No,22,Medium,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),87,High,1850.65,,No,No
4550-VBOFE,Male,1,Yes,No,70,Long,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.95,High,7101.5,,Yes,Yes
2187-PKZAY,Male,0,No,No,12,New,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),79.95,High,1043.4,,No,No
4003-OCTMP,Female,0,Yes,No,31,Medium,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,64,Medium,1910.75,,No,No
6652-YFFJO,Female,0,No,No,11,New,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,64.9,Medium,716.1,,No,No
7225-IILWY,Male,0,Yes,Yes,68,Long,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.75,Low,1686.15,,No,No
5248-RPYWW,Female,1,Yes,Yes,72,Long,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),90.15,High,6716.45,,No,Yes
7923-IYJWY,Male,1,No,No,67,Long,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.1,High,7839.85,,No,Yes
3170-GWYKC,Female,0,No,No,60,Long,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.95,High,6236.75,,No,No
5696-QURRL,Male,0,No,No,1,New,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.05,Medium,45.05,,Yes,No
7409-KIUTL,Female,1,No,Yes,1,New,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71,High,71,,Yes,Yes
9830-ECLEN,Male,0,Yes,Yes,58,Long,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Mailed check,50,Medium,2919.85,,No,No
1732-VHUBQ,Female,1,Yes,Yes,47,Long,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.55,High,3309.25,,Yes,Yes
0495-RVCBF,Female,0,No,No,1,New,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.7,High,79.7,,Yes,No
2668-TZSPS,Male,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.45,Low,20.45,,No,No
7854-EDSSA,Male,0,No,No,22,Medium,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,59,Medium,1254.7,,Yes,No
8869-TORSS,Female,0,No,No,48,Long,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),60.35,Medium,2896.4,,Yes,No
7446-SFAOA,Female,0,Yes,No,37,Long,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.85,Low,717.5,,No,No
9522-ZSINC,Male,0,No,No,13,Medium,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,19.95,Low,253.8,,No,No
8234-GSZYK,Male,0,No,No,43,Long,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),26.45,Low,1110.05,,No,No
6505-OZNPG,Female,0,No,No,6,New,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,63.4,Medium,348.8,,No,No
6164-HAQTX,Male,0,No,No,71,Long,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),53.95,Medium,3888.65,,No,No
0679-IDSTG,Female,1,Yes,Yes,1,New,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.25,Medium,69.25,,Yes,Yes
7765-LWVVH,Female,0,Yes,Yes,72,Long,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,95.1,High,6843.15,,No,No
1658-TJVOA,Female,1,No,No,6,New,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.1,High,450.9,,No,Yes
0953-LGOVU,Male,0,Yes,Yes,12,New,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,35.5,Medium,432.25,,No,No
2115-BFTIW,Male,0,No,No,25,Medium,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.95,High,1767.35,,Yes,No
4692-NNQRU,Female,0,Yes,No,21,Medium,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check,79.2,High,1742.45,,No,No
7742-MYPGI,Female,0,Yes,Yes,6,New,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,48.8,Medium,297.35,,No,No
0611-DFXKO,Male,0,Yes,No,20,Medium,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,89,High,1820.45,,Yes,No
7780-OTDSO,Male,0,Yes,No,18,Medium,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.4,High,1742.95,,Yes,No
9619-GSATL,Female,0,No,No,43,Long,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,No,Electronic check,55.45,Medium,2444.25,,No,No
5622-UEJFI,Female,0,Yes,Yes,35,Medium,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.4,Low,949.8,,No,No
9747-DDZOS,Female,0,No,No,1,New,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),73.5,High,73.5,,Yes,No
0674-DGMAQ,Male,1,Yes,No,32,Medium,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,93.5,High,2970.8,,No,Yes
6203-HBZPA,Male,0,No,No,52,Long,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),63.9,Medium,3334.95,,No,No
0484-FFVBJ,Male,0,No,No,32,Medium,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),64.85,Medium,2010.95,,No,No
0301-FIDRB,Female,0,Yes,Yes,72,Long,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),63.8,Medium,4684.3,,No,No
4139-JPIAM,Male,0,No,No,51,Long,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),44.45,Medium,2181.55,,No,No
2181-TIDSV,Male,0,Yes,Yes,68,Long,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.95,Low,1303.25,,No,No
2761-XECQW,Male,1,Yes,No,8,New,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,43.35,Medium,371.4,,No,Yes
1936-CZAKF,Male,0,Yes,No,49,Long,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),49.65,Medium,2409.9,,No,No
9453-PATOS,Female,0,Yes,No,72,Long,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,85.1,High,6155.4,,No,No
0564-JJHGS,Male,0,No,No,9,New,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.5,High,829.1,,Yes,No
3348-CFRNX,Female,0,Yes,No,28,Medium,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,92.35,High,2602.9,,Yes,No
4402-FTBXC,Male,0,No,No,54,Long,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,89.8,High,4667,,No,No
1428-GTBJJ,Male,0,No,No,11,New,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.55,High,824.75,,Yes,No
2931-XIQBR,Female,0,Yes,Yes,50,Long,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,103.05,High,5153.5,,No,No
0106-UGRDO,Female,0,Yes,No,69,Long,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,116,High,8182.85,,No,No
5542-TBBWB,Male,0,No,No,1,New,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.9,Medium,69.9,,No,No
1930-QPBVZ,Male,0,Yes,Yes,68,Long,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),95.1,High,6683.4,,No,No
2606-PKWJB,Male,0,No,Yes,40,Long,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,40.25,Medium,1564.05,,No,No
5322-ZSMZY,Male,0,Yes,Yes,31,Medium,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.75,Low,755.6,,No,No
8059-UDZFY,Female,1,No,Yes,33,Medium,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,High,3465.05,,No,Yes
7740-BTPUX,Male,1,Yes,No,55,Long,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,113.6,High,6292.7,,No,Yes
5220-AGAAX,Male,0,Yes,Yes,68,Long,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24,Low,1664.3,,No,No
0208-BPQEJ,Female,0,Yes,Yes,12,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.4,Low,198.1,,No,No
9435-JMLSX,Male,0,Yes,No,71,Long,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),86.1,High,6045.9,,No,No
3352-ALMCK,Male,0,No,No,40,Long,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,102.65,High,4108.15,,No,No
5312-IRCFR,Female,0,Yes,Yes,64,Long,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,92.85,High,5980.75,,No,No
5294-IMHHT,Male,0,Yes,No,53,Long,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),97.75,High,5043.2,,No,No
8802-UNOJF,Male,1,No,No,12,New,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,83.8,High,1029.75,,Yes,Yes
6313-GIDIT,Male,1,No,No,53,Long,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,54.45,Medium,2854.55,,Yes,Yes
6176-YJWAS,Male,0,Yes,No,72,Long,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),97.95,High,7114.25,,No,No
5310-NOOVA,Male,0,No,No,46,Long,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,19.95,Low,907.05,,No,No
4526-EXKKN,Male,0,No,No,40,Long,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.6,Low,973.95,,No,No
5311-IHLEI,Male,0,No,No,12,New,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),50.95,Medium,605.75,,No,No
3987-KQDDU,Male,0,No,No,9,New,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,75.6,High,661.55,,No,No
3404-JNXAX,Female,0,Yes,Yes,51,Long,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,80.75,High,4116.9,,No,No
5131-PONJI,Male,0,Yes,Yes,49,Long,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),90.4,High,4494.65,,No,No
2845-AFFTX,Male,1,Yes,No,41,Long,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.8,High,4259.3,,Yes,Yes
3489-VSFRD,Female,0,No,No,56,Long,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),60.25,Medium,3282.75,,No,No
3345-JHUEO,Male,0,No,No,4,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.2,Low,55.7,,No,No
5815-HGGHV,Male,0,Yes,No,20,Medium,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Mailed check,64.15,Medium,1274.45,,No,No
5260-UMPWX,Female,0,Yes,Yes,26,Medium,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.25,Low,493.95,,No,No
2249-YPRNG,Female,0,Yes,Yes,20,Medium,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.85,High,2239.65,,Yes,No
7410-YTJIK,Female,0,No,No,7,New,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,75.45,High,480.75,,Yes,No
4626-GYCZP,Male,0,No,No,7,New,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.85,High,635.6,,Yes,No
5649-RXQTV,Male,0,No,No,51,Long,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99,High,5038.15,,No,No
2674-MIAHT,Female,0,No,No,4,New,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,80.3,High,324.2,,No,No
2576-HXMPA,Female,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.55,Low,19.55,,No,No
7587-AOVVU,Male,0,Yes,Yes,27,Medium,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,100.75,High,2793.55,,No,No
5590-BYNII,Male,0,No,No,22,Medium,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.75,High,2095,,Yes,No
